Question,Answer,BotId
Updating a Jenkins job config page,"Only User, whose profile has been configured as Group-Admin or acting administrator can configure any given Jenkins job. All they have to do is, click on Configure option, after visiting the Jenkins job URL:
Please refer to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_editupdate_a_Jenkins_job_Configuration_page_",5b3470df8982d029e48a4c0d
Jenkins job config page editing,"Only User, whose profile has been configured as Group-Admin or acting administrator can configure any given Jenkins job. All they have to do is, click on Configure option, after visiting the Jenkins job URL:
Please refer to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_editupdate_a_Jenkins_job_Configuration_page_",5b3470df8982d029e48a4c0d
How can a Jenkins job configuration page be edited,"Only User, whose profile has been configured as Group-Admin or acting administrator can configure any given Jenkins job. All they have to do is, click on Configure option, after visiting the Jenkins job URL:
Please refer to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_editupdate_a_Jenkins_job_Configuration_page_",5b3470df8982d029e48a4c0d
How to generate Static Security Analysis report for your Jenkins Project Code ?,"Jenkins job configuration page comes with an action item as ""Add Post Build step"", with an option ""Static Security Scan"". Select that option and provide the necessary details as asked in section(Spark Room Id) . You can get more about how to fill those options in: BitBucket ""Cisco Spark Push Notification"" Plugin Configuration.
For more information, go to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_generate_Static_Security_Analysis_report_for_your_Jenkins_Project_Code_",5b3470df8982d029e48a4c0d
Generating static security Analysis report for Jenkins project code,"Jenkins job configuration page comes with an action item as ""Add Post Build step"", with an option ""Static Security Scan"". Select that option and provide the necessary details as asked in section(Spark Room Id) . You can get more about how to fill those options in: BitBucket ""Cisco Spark Push Notification"" Plugin Configuration.
For more information, go to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_generate_Static_Security_Analysis_report_for_your_Jenkins_Project_Code_",5b3470df8982d029e48a4c0d
Generation of Static Scurity Analysis,"Jenkins job configuration page comes with an action item as ""Add Post Build step"", with an option ""Static Security Scan"". Select that option and provide the necessary details as asked in section(Spark Room Id) . You can get more about how to fill those options in: BitBucket ""Cisco Spark Push Notification"" Plugin Configuration.
For more information, go to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_generate_Static_Security_Analysis_report_for_your_Jenkins_Project_Code_",5b3470df8982d029e48a4c0d
Static Security Analysis report ,"Jenkins job configuration page comes with an action item as ""Add Post Build step"", with an option ""Static Security Scan"". Select that option and provide the necessary details as asked in section(Spark Room Id) . You can get more about how to fill those options in: BitBucket ""Cisco Spark Push Notification"" Plugin Configuration.
For more information, go to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_generate_Static_Security_Analysis_report_for_your_Jenkins_Project_Code_",5b3470df8982d029e48a4c0d
Static Security Analysis report for Jenkins project code,"Jenkins job configuration page comes with an action item as ""Add Post Build step"", with an option ""Static Security Scan"". Select that option and provide the necessary details as asked in section(Spark Room Id) . You can get more about how to fill those options in: BitBucket ""Cisco Spark Push Notification"" Plugin Configuration.
For more information, go to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_generate_Static_Security_Analysis_report_for_your_Jenkins_Project_Code_",5b3470df8982d029e48a4c0d
Jenkins project code Static Security Analysis report ,"Jenkins job configuration page comes with an action item as ""Add Post Build step"", with an option ""Static Security Scan"". Select that option and provide the necessary details as asked in section(Spark Room Id) . You can get more about how to fill those options in: BitBucket ""Cisco Spark Push Notification"" Plugin Configuration.
For more information, go to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_generate_Static_Security_Analysis_report_for_your_Jenkins_Project_Code_",5b3470df8982d029e48a4c0d
What is the process of generating Static Security Analysis report for Jenkins project code,"Jenkins job configuration page comes with an action item as ""Add Post Build step"", with an option ""Static Security Scan"". Select that option and provide the necessary details as asked in section(Spark Room Id) . You can get more about how to fill those options in: BitBucket ""Cisco Spark Push Notification"" Plugin Configuration.
For more information, go to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_generate_Static_Security_Analysis_report_for_your_Jenkins_Project_Code_",5b3470df8982d029e48a4c0d
Procedure for Static security Analysis report generation,"Jenkins job configuration page comes with an action item as ""Add Post Build step"", with an option ""Static Security Scan"". Select that option and provide the necessary details as asked in section(Spark Room Id) . You can get more about how to fill those options in: BitBucket ""Cisco Spark Push Notification"" Plugin Configuration.
For more information, go to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_generate_Static_Security_Analysis_report_for_your_Jenkins_Project_Code_",5b3470df8982d029e48a4c0d
SCAVA activity is disabled in CDA ," As we are working on security analytics in CDA, we have disabled the SCAVA for all softwares. We will update you once we enabled SCAVA activity in CDA.",5b3470df8982d029e48a4c0d
SCAVA activity," As we are working on security analytics in CDA, we have disabled the SCAVA for all softwares. We will update you once we enabled SCAVA activity in CDA.",5b3470df8982d029e48a4c0d
Why is SCAVA activity disabled in CDA," As we are working on security analytics in CDA, we have disabled the SCAVA for all softwares. We will update you once we enabled SCAVA activity in CDA.",5b3470df8982d029e48a4c0d
When will SCAVA activity be enabled in CDA," As we are working on security analytics in CDA, we have disabled the SCAVA for all softwares. We will update you once we enabled SCAVA activity in CDA.",5b3470df8982d029e48a4c0d
CDA SCAVA activity disabled," As we are working on security analytics in CDA, we have disabled the SCAVA for all softwares. We will update you once we enabled SCAVA activity in CDA.",5b3470df8982d029e48a4c0d
disablement of CDA SCAVA activity," As we are working on security analytics in CDA, we have disabled the SCAVA for all softwares. We will update you once we enabled SCAVA activity in CDA.",5b3470df8982d029e48a4c0d
"Sonar analysis is failing with ""Unable to blame file"" error","Add ""“-Dsonar.scm.disabled=True"" in SonarQube additional properties.
Refer to the following link for a detailed description
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Sonar_analysis_is_failing_with_Unable_to_blame_file_error",5b3470df8982d029e48a4c0d
Unable to blame file error,"Add ""“-Dsonar.scm.disabled=True"" in SonarQube additional properties.
Refer to the following link for a detailed description
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Sonar_analysis_is_failing_with_Unable_to_blame_file_error",5b3470df8982d029e48a4c0d
Sonar analysis failing,"Add ""“-Dsonar.scm.disabled=True"" in SonarQube additional properties.
Refer to the following link for a detailed description
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Sonar_analysis_is_failing_with_Unable_to_blame_file_error",5b3470df8982d029e48a4c0d
Error in sonar analysis,"Add ""“-Dsonar.scm.disabled=True"" in SonarQube additional properties.
Refer to the following link for a detailed description
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Sonar_analysis_is_failing_with_Unable_to_blame_file_error",5b3470df8982d029e48a4c0d
Why is Sonar analysis failing,"Add ""“-Dsonar.scm.disabled=True"" in SonarQube additional properties.
Refer to the following link for a detailed description
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Sonar_analysis_is_failing_with_Unable_to_blame_file_error",5b3470df8982d029e48a4c0d
What to do when Sonar analysis is failing,"Add ""“-Dsonar.scm.disabled=True"" in SonarQube additional properties.
Refer to the following link for a detailed description
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Sonar_analysis_is_failing_with_Unable_to_blame_file_error",5b3470df8982d029e48a4c0d
How to avoid Sonar analysis failing error,"Add ""“-Dsonar.scm.disabled=True"" in SonarQube additional properties.
Refer to the following link for a detailed description
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Sonar_analysis_is_failing_with_Unable_to_blame_file_error",5b3470df8982d029e48a4c0d
What is unable to blame file error,"Add ""“-Dsonar.scm.disabled=True"" in SonarQube additional properties.
Refer to the following link for a detailed description
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Sonar_analysis_is_failing_with_Unable_to_blame_file_error",5b3470df8982d029e48a4c0d
Unable to see Artifactory Release Staging in Jenkins," Please check the option ""Enable artifactory release management"" in job configuration to see Artifactory Release Staging.",5b3470df8982d029e48a4c0d
Why am I not able to see Artifactory Release Staging in Jenkins," Please check the option ""Enable artifactory release management"" in job configuration to see Artifactory Release Staging.",5b3470df8982d029e48a4c0d
Artificial release staging in Jenkins," Please check the option ""Enable artifactory release management"" in job configuration to see Artifactory Release Staging.",5b3470df8982d029e48a4c0d
How to see Artifactory release staging in Jenkins," Please check the option ""Enable artifactory release management"" in job configuration to see Artifactory Release Staging.",5b3470df8982d029e48a4c0d
What to do when I am unable to see Artifactory release staging in Jenkins," Please check the option ""Enable artifactory release management"" in job configuration to see Artifactory Release Staging.",5b3470df8982d029e48a4c0d
Not able to edit GIT URL in Jenkins job configuration page,"Try to clear your cache and cookies from your browser, or use firefox browser to for accessing the URL.",5b3470df8982d029e48a4c0d
How to edit GIT URL in Jenkins job configuration page,"Try to clear your cache and cookies from your browser, or use firefox browser to for accessing the URL.",5b3470df8982d029e48a4c0d
GIT URL Jenkins job configuration page,"Try to clear your cache and cookies from your browser, or use firefox browser to for accessing the URL.",5b3470df8982d029e48a4c0d
Jenkins job config GIT URL editing,"Try to clear your cache and cookies from your browser, or use firefox browser to for accessing the URL.",5b3470df8982d029e48a4c0d
Error in editing GIT URL ,"Try to clear your cache and cookies from your browser, or use firefox browser to for accessing the URL.",5b3470df8982d029e48a4c0d
Error in editing GIT URL in Jenkins job configuration page,"Try to clear your cache and cookies from your browser, or use firefox browser to for accessing the URL.",5b3470df8982d029e48a4c0d
"Security scan is failing with error ""java.lang.NullPointerException"" ", Security scan doesn't support Multiple SCM. Please create a new Jenkins job with single SCM and configure the static security scan.,5b3470df8982d029e48a4c0d
Security scan error, Security scan doesn't support Multiple SCM. Please create a new Jenkins job with single SCM and configure the static security scan.,5b3470df8982d029e48a4c0d
Why is my security scan being failed, Security scan doesn't support Multiple SCM. Please create a new Jenkins job with single SCM and configure the static security scan.,5b3470df8982d029e48a4c0d
java.lang.NullPointerException error while security scan, Security scan doesn't support Multiple SCM. Please create a new Jenkins job with single SCM and configure the static security scan.,5b3470df8982d029e48a4c0d
Nullpointer exception for security scan, Security scan doesn't support Multiple SCM. Please create a new Jenkins job with single SCM and configure the static security scan.,5b3470df8982d029e48a4c0d
Security scan null pointer exception, Security scan doesn't support Multiple SCM. Please create a new Jenkins job with single SCM and configure the static security scan.,5b3470df8982d029e48a4c0d
What to do when security scan is failing with nullpointer exception, Security scan doesn't support Multiple SCM. Please create a new Jenkins job with single SCM and configure the static security scan.,5b3470df8982d029e48a4c0d
Workload for PL/SQL ,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_PLSQL",5b3470df8982d029e48a4c0d
What is the workload for PL/SQL,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_PLSQL",5b3470df8982d029e48a4c0d
How to know the workload for PL/SQL,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_PLSQL",5b3470df8982d029e48a4c0d
PL/SQL workload,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_PLSQL",5b3470df8982d029e48a4c0d
From where do I get to kow about workload for PL/SQL,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_PLSQL",5b3470df8982d029e48a4c0d
Understanding PL/SQL workload,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_PLSQL",5b3470df8982d029e48a4c0d
PL/SQL workload means?,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_PLSQL",5b3470df8982d029e48a4c0d
Code Tester for PL/SQL Unit Testing ,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Code_Tester_for_PLSQL_Unit_Testing",5b3470df8982d029e48a4c0d
PL/SQL unit testing code tester,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Code_Tester_for_PLSQL_Unit_Testing",5b3470df8982d029e48a4c0d
Information on code tester for PL/SQL unit testing,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Code_Tester_for_PLSQL_Unit_Testing",5b3470df8982d029e48a4c0d
What is code tester for PL/SQL Unit testing,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Code_Tester_for_PLSQL_Unit_Testing",5b3470df8982d029e48a4c0d
Understanding code tester for PL/SQL unit testing,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Code_Tester_for_PLSQL_Unit_Testing",5b3470df8982d029e48a4c0d
Code Tester PL/SQL,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Code_Tester_for_PLSQL_Unit_Testing",5b3470df8982d029e48a4c0d
How to know Code tester for PL/SQL Unit testing,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Code_Tester_for_PLSQL_Unit_Testing",5b3470df8982d029e48a4c0d
Workload for Nodejs projects,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_Nodejs_projects",5b3470df8982d029e48a4c0d
Workload for Nodejs ,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_Nodejs_projects",5b3470df8982d029e48a4c0d
What is the workload for Nodejs projects,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_Nodejs_projects",5b3470df8982d029e48a4c0d
How to know the workload for Nodejs projects,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_Nodejs_projects",5b3470df8982d029e48a4c0d
Nodejs project workload,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_Nodejs_projects",5b3470df8982d029e48a4c0d
Nodejs proj workload,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_Nodejs_projects",5b3470df8982d029e48a4c0d
From where do I get to kow about workload for Nodejs projects,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_Nodejs_projects",5b3470df8982d029e48a4c0d
Understanding Nodejs projects workload,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_Nodejs_projects",5b3470df8982d029e48a4c0d
Nodejs project workload means?,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_Nodejs_projects",5b3470df8982d029e48a4c0d
Workload for Angular+Nodejs projects,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_AngularNodejs_projects",5b3470df8982d029e48a4c0d
Workload for Angular+Nodejs ,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_AngularNodejs_projects",5b3470df8982d029e48a4c0d
What is the workload for Angular+Nodejs projects,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_AngularNodejs_projects",5b3470df8982d029e48a4c0d
How to know the workload for Angular+Nodejs projects,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_AngularNodejs_projects",5b3470df8982d029e48a4c0d
Angular+Nodejs project workload,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_AngularNodejs_projects",5b3470df8982d029e48a4c0d
Angular+Nodejs proj workload,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_AngularNodejs_projects",5b3470df8982d029e48a4c0d
From where do I get to kow about workload for Angular+Nodejs projects,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_AngularNodejs_projects",5b3470df8982d029e48a4c0d
Understanding Angular+Nodejs projects workload,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_AngularNodejs_projects",5b3470df8982d029e48a4c0d
Angular+Nodejs project workload means?,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_AngularNodejs_projects",5b3470df8982d029e48a4c0d
Manage PL/SQL code with GIT,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Manage_PLSQL_code_with_GIT",5b3470df8982d029e48a4c0d
How to manage PL/SQL code with GIT,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Manage_PLSQL_code_with_GIT",5b3470df8982d029e48a4c0d
Managing PL/SQL code using GIT,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Manage_PLSQL_code_with_GIT",5b3470df8982d029e48a4c0d
Can we manage PL/SQL code with GIT,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Manage_PLSQL_code_with_GIT",5b3470df8982d029e48a4c0d
PL/SQL code with GIT,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Manage_PLSQL_code_with_GIT",5b3470df8982d029e48a4c0d
GIT PL/SQL code management,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Manage_PLSQL_code_with_GIT",5b3470df8982d029e48a4c0d
Management of PL/SQL code with GIT,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Manage_PLSQL_code_with_GIT",5b3470df8982d029e48a4c0d
PL/SQL code management with GIT,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Manage_PLSQL_code_with_GIT",5b3470df8982d029e48a4c0d
SQL Developer User's Guide,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_SQL_Developer_Users_Guide",5b3470df8982d029e48a4c0d
User guide for SQL Developer,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_SQL_Developer_Users_Guide",5b3470df8982d029e48a4c0d
Where do I get user guide for SQL Developer,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_SQL_Developer_Users_Guide",5b3470df8982d029e48a4c0d
How to get User guide for SQL Developer?,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_SQL_Developer_Users_Guide",5b3470df8982d029e48a4c0d
How to get SQL developer user guide?,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_SQL_Developer_Users_Guide",5b3470df8982d029e48a4c0d
Where is SQL developer user guide present?,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_SQL_Developer_Users_Guide",5b3470df8982d029e48a4c0d
Where is SQL Developer user guide located?,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_SQL_Developer_Users_Guide",5b3470df8982d029e48a4c0d
How do I access user guide for SQL Developer?,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_SQL_Developer_Users_Guide",5b3470df8982d029e48a4c0d
How to build the Jenkins Job Automatically?,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_build_the_Jenkins_Job_Automatically",5b3470df8982d029e48a4c0d
Building Jenkins job automatically,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_build_the_Jenkins_Job_Automatically",5b3470df8982d029e48a4c0d
Can we build the Jenkins job automatically,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_build_the_Jenkins_Job_Automatically",5b3470df8982d029e48a4c0d
How can Jenkins job be built automatically,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_build_the_Jenkins_Job_Automatically",5b3470df8982d029e48a4c0d
Automatic Jenkins job building,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_build_the_Jenkins_Job_Automatically",5b3470df8982d029e48a4c0d
Building an automatic jenkins job,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_build_the_Jenkins_Job_Automatically",5b3470df8982d029e48a4c0d
Can an automatic Jenkins job be built,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_build_the_Jenkins_Job_Automatically",5b3470df8982d029e48a4c0d
